date,temperature (celsius),precipitation (mm/day),flow_observed (mm/day)
4/7/2007,-0.977777778,1.016,0.253537938
4/8/2007,0.033333333,0,0.249880578
4/9/2007,3.536111111,0,0.240878194
4/10/2007,7.033333333,0,0.232506249
4/11/2007,12.78611111,20.828,0.655417296
4/12/2007,7.352777778,0,0.298303313
4/13/2007,9.136111111,0,0.285521927
4/14/2007,9.422222222,32.766,1.770214184
4/15/2007,7.469444444,14.478,3.69267219
4/16/2007,7.291666667,0.254,4.726718903
4/17/2007,9.955555556,0,2.424723616
4/18/2007,11.87777778,0,1.698309918
4/19/2007,9.258333333,0,1.323430818
4/20/2007,12.65277778,0,1.089669456
4/21/2007,13.975,0,0.928532837
4/22/2007,16.50833333,0,0.81017122
4/23/2007,16.39722222,0,0.719292093
4/24/2007,20.175,2.032,0.647187167
4/25/2007,21.57222222,0,0.588509197
4/26/2007,17.81388889,18.542,0.624108387
4/27/2007,16.21944444,0.254,0.650053629
4/28/2007,15.6,0,0.592383395
4/29/2007,16.98055556,0,0.543027142
4/30/2007,19.09444444,0,0.501404315
5/1/2007,20.38888889,0,0.465810463
5/2/2007,20.54722222,1.524,0.435011296
5/3/2007,17.79166667,3.81,0.399005851
5/4/2007,20.78888889,2.286,0.387612218
5/5/2007,19.85277778,13.208,0.400503103
5/6/2007,15.26666667,0,0.408889622
5/7/2007,14.35277778,0,0.386037339
5/8/2007,16.05277778,0,0.36476102
5/9/2007,18.45833333,0,0.345735919
5/10/2007,20.83888889,2.032,0.328619987
5/11/2007,22.33888889,0,0.313137497
5/12/2007,21.89444444,0,0.299063649
5/13/2007,16.03888889,0,0.286213286
5/14/2007,16.48055556,0,0.274432492
5/15/2007,19.20555556,0,0.263592245
5/16/2007,14.33333333,19.05,0.313459423
5/17/2007,13.59722222,2.286,0.321808391
5/18/2007,11.45,0,0.311539292
5/19/2007,12.48611111,0,0.297607116
5/20/2007,14.80555556,0,0.284880267
5/21/2007,17.71111111,0,0.273207819
5/22/2007,20.22777778,0,0.262463148
5/23/2007,19.60555556,0,0.252539212
5/24/2007,20.75,0,0.243344896
5/25/2007,21.13055556,0,0.234802147
5/26/2007,21.32777778,0,0.226843703
5/27/2007,22.575,3.048,0.219411291
5/28/2007,21.78055556,0,0.212454162
5/29/2007,22.13333333,0,0.205927919
5/30/2007,23.33055556,0,0.199793544
5/31/2007,20.51388889,0,0.194016611
6/1/2007,23.66944444,33.274,0.802042338
6/2/2007,21.36111111,0,0.298366225
6/3/2007,20.41111111,5.334,0.282858758
6/4/2007,20.87777778,2.032,0.27948327
6/5/2007,18.28055556,20.32,0.347548756
6/6/2007,19.09444444,0,0.346086084
6/7/2007,21.24722222,0,0.329267101
6/8/2007,23.85555556,0,0.313724308
6/9/2007,22.27222222,0.254,0.299598267
6/10/2007,20.24166667,0,0.286702421
6/11/2007,21.1,0.254,0.274881748
6/12/2007,19.67222222,0,0.264006337
6/13/2007,20.94722222,0,0.25396649
6/14/2007,21.70277778,0,0.244668922
6/15/2007,21.16666667,0,0.236033793
6/16/2007,20.91944444,0,0.227992362
6/17/2007,21.75,0,0.220485118
6/18/2007,24.30833333,17.78,0.384802277
6/19/2007,23.51388889,0.254,0.256999091
6/20/2007,20.94444444,0,0.247483167
6/21/2007,19.94722222,0,0.238650063
6/22/2007,18.91111111,1.524,0.230430947
6/23/2007,21.75833333,0,0.222763616
6/24/2007,22.8,4.572,0.215594027
6/25/2007,23.63055556,11.938,0.242142822
6/26/2007,23.60833333,0,0.228513733
6/27/2007,24.66944444,2.794,0.220974002
6/28/2007,24.14444444,4.826,0.213918225
6/29/2007,24.73611111,13.462,0.235542747
6/30/2007,22.83888889,0.254,0.231936282
7/1/2007,20.92777778,0,0.224210321
7/2/2007,20.37222222,0,0.216948073
7/3/2007,21.39166667,0,0.210145052
7/4/2007,22.49722222,0,0.203758825
7/5/2007,23.29444444,7.62,0.201960261
7/6/2007,23.48888889,0,0.201259456
7/7/2007,22.52777778,0,0.195400529
7/8/2007,23.43611111,0,0.189873072
7/9/2007,23.86944444,0,0.184651803
7/10/2007,25.64722222,0.254,0.179711857
7/11/2007,22.08333333,5.588,0.174623626
7/12/2007,20.06388889,0,0.173481415
7/13/2007,18.99444444,0,0.169125325
7/14/2007,22.44166667,0,0.164976498
7/15/2007,23.45,0,0.161027527
7/16/2007,24.49722222,0,0.157264256
7/17/2007,24.94166667,2.286,0.15367384
7/18/2007,25.01666667,0,0.150244593
7/19/2007,25.19722222,20.828,0.214584254
7/20/2007,20.93888889,0.254,0.189133639
7/21/2007,18.62777778,0,0.18397108
7/22/2007,18.96111111,0,0.179067246
7/23/2007,19.85277778,0,0.17441969
7/24/2007,19.95833333,2.286,0.170008752
7/25/2007,22.14166667,1.27,0.16581674
7/26/2007,22.56666667,0.254,0.161827686
7/27/2007,22.44166667,24.892,0.508533513
7/28/2007,20.79444444,8.636,0.228670654
7/29/2007,24.50555556,0,0.230785451
7/30/2007,25.475,0,0.223110858
7/31/2007,25.06666667,0,0.215919082
8/1/2007,24.89722222,0,0.209179936
8/2/2007,24.76944444,0,0.202851787
8/3/2007,25.23888889,14.986,0.238300708
8/4/2007,25.11666667,0,0.227017948
8/5/2007,24.55,5.842,0.218667457
8/6/2007,26.72222222,0,0.215366385
8/7/2007,27.11111111,0,0.208661579
8/8/2007,27.69444444,0,0.202364515
8/9/2007,27.74444444,0,0.196439062
8/10/2007,26.97222222,0.254,0.190853117
8/11/2007,24.37777778,0,0.185578187
8/12/2007,24.02222222,0,0.180588888
8/13/2007,24.8,0,0.175862536
8/14/2007,23.075,0,0.171378792
8/15/2007,23.93888889,0,0.167119371
8/16/2007,26.83055556,0.762,0.163067782
8/17/2007,25.65,0.254,0.15920912
8/18/2007,22.54444444,0,0.155529873
8/19/2007,23.70277778,0,0.152017768
8/20/2007,26.94166667,0,0.148661628
8/21/2007,22.42777778,3.81,0.145451252
8/22/2007,26.88888889,0,0.142377315
8/23/2007,28.07222222,0,0.13943127
8/24/2007,28.23611111,0,0.136605272
8/25/2007,27.52777778,0,0.133892108
8/26/2007,25.31111111,0,0.13128513
8/27/2007,25.26666667,0,0.128778205
8/28/2007,26.56666667,0,0.126365663
8/29/2007,25.90555556,0,0.124042259
8/30/2007,24.475,1.524,0.121803126
8/31/2007,22.32777778,0,0.119643748
9/1/2007,22.53055556,0,0.117559927
9/2/2007,23.93055556,0,0.115547754
9/3/2007,24.525,0,0.113603587
9/4/2007,23.07777778,0,0.111724025
9/5/2007,23.825,0,0.109905894
9/6/2007,24.34444444,0,0.10814622
9/7/2007,24.94444444,0,0.106442224
9/8/2007,25.02222222,0,0.104791296
9/9/2007,23.16111111,0.762,0.103190989
9/10/2007,22.60555556,1.778,0.101639006
9/11/2007,20.52222222,18.288,0.138489243
9/12/2007,19.72777778,0,0.127244459
9/13/2007,19.525,0,0.126138455
9/14/2007,18.70277778,2.54,0.12382336
9/15/2007,13.56111111,0,0.121592087
9/16/2007,14.11111111,0,0.119440152
9/17/2007,16.71944444,0,0.117363386
9/18/2007,18.80277778,0,0.115357907
9/19/2007,19.60555556,0,0.113420096
9/20/2007,19.9,0,0.111546576
9/21/2007,21.70833333,0,0.109734192
9/22/2007,23.075,0,0.10797999
9/23/2007,23.76111111,0,0.106281207
9/24/2007,24.56944444,0,0.104635251
9/25/2007,24.73333333,4.826,0.102829852
9/26/2007,23.18888889,0,0.102177589
9/27/2007,20.78055556,0,0.100655962
9/28/2007,17.23055556,0,0.099179021
9/29/2007,15.68888889,0,0.097744949
9/30/2007,17.30277778,0,0.096351903
10/1/2007,17.69166667,0,0.094998143
10/2/2007,19.18888889,0,0.093682026
10/3/2007,19.83055556,0,0.092402
10/4/2007,22.51666667,0,0.091156598
10/5/2007,24.03888889,1.524,0.08994443
10/6/2007,22.93055556,0,0.088764181
10/7/2007,22.48333333,0,0.087614604
10/8/2007,22.92222222,0,0.086494516
10/9/2007,19.225,4.318,0.086074113
10/10/2007,15.98888889,0,0.086239571
10/11/2007,8.844444444,0,0.085158702
10/12/2007,11.38333333,0,0.084100337
10/13/2007,11.20833333,0,0.083068036
10/14/2007,14.63611111,0,0.082060845
10/15/2007,16.91111111,0,0.081077858
10/16/2007,16.00555556,1.524,0.08011821
10/17/2007,21.13333333,0.254,0.079181079
10/18/2007,20.13055556,1.524,0.07826568
10/19/2007,17.71944444,13.716,0.109367433
10/20/2007,14.60277778,0,0.093267546
10/21/2007,15.60555556,0,0.092005115
10/22/2007,14.43055556,0.762,0.090770353
10/23/2007,19.69722222,32.258,0.70784806
10/24/2007,13.86111111,16.256,0.259326698
10/25/2007,17.79166667,0,0.331712226
10/26/2007,17.49722222,0,0.316892298
10/27/2007,10.53055556,0,0.302482853
10/28/2007,7.994444444,0,0.289340249
10/29/2007,7.516666667,0,0.277303375
10/30/2007,8.722222222,0,0.266237457
10/31/2007,10.51944444,0,0.256028861
11/1/2007,9.422222222,0,0.246581097
11/2/2007,7.180555556,0,0.237811691
11/3/2007,6.758333333,0,0.229649721
11/4/2007,7.505555556,0,0.222033856
11/5/2007,9.669444444,14.732,0.35506131
11/6/2007,4.830555556,0,0.262379376
11/7/2007,3.658333333,0,0.252465521
11/8/2007,4.441666667,0,0.243276521
11/9/2007,7.688888889,0.254,0.234738529
11/10/2007,4.166666667,0,0.226784361
11/11/2007,7.480555556,1.524,0.216457088
11/12/2007,13.06666667,1.778,0.213225279
11/13/2007,12.40277778,2.54,0.205015342
11/14/2007,14.84444444,30.988,1.175496086
11/15/2007,6.302777778,2.286,1.099390494
11/16/2007,2.630555556,0,1.052374633
11/17/2007,5.105555556,0,0.90182512
11/18/2007,7.566666667,0,0.789960275
11/19/2007,10.26944444,0,0.70343302
11/20/2007,12.55555556,0,0.634393654
11/21/2007,14.38055556,0,0.577960474
11/22/2007,11.4,5.588,0.532297842
11/23/2007,0.6,0,0.527319117
11/24/2007,1.769444444,0.254,0.488178777
11/25/2007,8.538888889,1.016,0.454405493
11/26/2007,13.75833333,25.146,1.81159774
11/27/2007,3.811111111,1.27,1.400243633
11/28/2007,3.894444444,0,1.273053657
11/29/2007,3.697222222,0,1.056034283
11/30/2007,2.019444444,0,0.904327438
12/1/2007,2.288888889,0,0.791861152
12/2/2007,8.905555556,9.906,0.951580699
12/3/2007,4.822222222,0.254,0.95678241
12/4/2007,0.438888889,0,0.831395833
12/5/2007,4.227777778,2.794,0.71186847
12/6/2007,0.225,0.762,0.684501657
12/7/2007,2.152777778,9.906,1.077406836
12/8/2007,7.886111111,7.874,1.466556089
12/9/2007,12.85277778,0,1.731358667
12/10/2007,15.03055556,27.432,5.707998005
12/11/2007,16.06388889,0,5.063868232
12/12/2007,11.66111111,8.89,2.75503431
12/13/2007,11.75833333,19.05,6.384041419
12/14/2007,4.813888889,0,4.913879277
12/15/2007,2.652777778,0.762,2.388045253
12/16/2007,3.180555556,2.794,1.579720095
12/17/2007,-2.430555556,0,1.417308852
12/18/2007,-0.305555556,0,1.15099285
12/19/2007,4.061111111,0.508,0.971994929
12/20/2007,4.238888889,5.588,1.078047928
12/21/2007,8.825,9.398,1.359330013
12/22/2007,9.113888889,0,1.747451374
12/23/2007,7.447222222,5.334,1.525381549
12/24/2007,1.894444444,0,1.412201575
12/25/2007,0.85,0,1.14771237
12/26/2007,4.613888889,0,0.969691659
12/27/2007,5.136111111,1.016,0.840984819
12/28/2007,5.388888889,14.986,1.578535642
12/29/2007,4.791666667,0,1.652128494
12/30/2007,2.125,0,1.296297976
12/31/2007,2.65,0,1.071590537
1/1/2008,1.952777778,1.27,0.865354046
1/2/2008,-7.969444444,0,0.812254635
1/3/2008,-8.038888889,0,0.720922755
1/4/2008,-3.861111111,2.286,0.63881425
1/5/2008,0.691666667,0,0.615587035
1/6/2008,10.05,1.778,0.543413142
1/7/2008,11.64444444,0,0.522034551
1/8/2008,11.775,2.794,0.47378232
1/9/2008,8.638888889,3.302,0.455720475
1/10/2008,6.908333333,11.43,0.906935975
1/11/2008,8.052777778,0.762,0.975166876
1/12/2008,4.027777778,0,0.84511481
1/13/2008,3.597222222,1.778,0.715854887
1/14/2008,-0.075,0,0.681764075
1/15/2008,-2.572222222,0,0.616822792
1/16/2008,-2.280555556,0,0.563404569
1/17/2008,3.088888889,5.842,0.626487799
1/18/2008,2.313888889,0,0.680097523
1/19/2008,-3.275,0,0.615625498
1/20/2008,-9.352777778,0,0.562409843
1/21/2008,-5.556388889,0,0.517825272
1/22/2008,-1.05,4.572,0.525920826
1/23/2008,-1.8,0,0.612253728
1/24/2008,-6.611111111,0,0.567025908
1/25/2008,-7.783888889,0,0.521721611
1/26/2008,1.188888889,0,0.483241464
1/27/2008,1.65,0,0.450136017
1/28/2008,2.675,0,0.421342
1/29/2008,8.411111111,26.924,1.720051421
1/30/2008,1.069444444,0,2.477771463
1/31/2008,-1.563888889,2.286,1.635640389
2/1/2008,4.086111111,5.842,1.880818639
2/2/2008,3.755555556,0,1.820887836
2/3/2008,5.702777778,0,1.393721106
2/4/2008,10.51388889,7.366,1.332090191
2/5/2008,15.21944444,0,1.291439084
2/6/2008,13.87777778,14.732,2.084788168
2/7/2008,2.016666667,0,2.050140127
2/8/2008,4.086111111,0,1.517219532
2/9/2008,5.558333333,0,1.214178115
2/10/2008,-0.35,0,1.015883511
2/11/2008,-4.95,0,0.87508927
2/12/2008,8.919444444,0.254,0.769556402
2/13/2008,0.919444444,7.112,0.732031386
2/14/2008,1.222222222,1.778,0.726832061
2/15/2008,4.958333333,0,0.713863781
2/16/2008,6.613888889,0,0.643274033
2/17/2008,11.39444444,7.366,0.607632732
2/18/2008,7.488888889,0,0.695796057
2/19/2008,1.1,0,0.643264072
2/20/2008,2.091666667,0.508,0.585278892
2/21/2008,-2.575,1.27,0.522594432
2/22/2008,4.616666667,9.144,0.686417374
2/23/2008,3.541666667,0.254,0.815159429
2/24/2008,2.041666667,2.032,0.700602647
2/25/2008,5.575,0,0.665707426
2/26/2008,4.986111111,9.144,0.74660505
2/27/2008,-2.855555556,0.254,0.934229902
2/28/2008,-1.769444444,2.032,0.941140313
2/29/2008,1.255555556,3.81,0.978358334
3/1/2008,5.172222222,0,1.032359432
3/2/2008,8.438888889,0,0.891614284
3/3/2008,11.16388889,0,0.782188044
3/4/2008,13.27777778,22.098,1.383172873
3/5/2008,1.780555556,0,2.334670342
3/6/2008,5.95,0,1.679195266
3/7/2008,2.580555556,23.622,2.981933663
3/8/2008,-4.058333333,0,5.006599157
3/9/2008,-2.155555556,11.684,4.794945511
3/10/2008,5.016666667,1.016,3.695903955
3/11/2008,4.655555556,0,2.147861922
3/12/2008,6.894444444,0,1.566819229
3/13/2008,11.49444444,0,1.244771032
3/14/2008,6.413888889,5.842,0.999160571
3/15/2008,7.869444444,11.938,1.583585373
3/16/2008,5.372222222,0.254,1.797571146
3/17/2008,7.275,0,1.381078052
3/18/2008,11.84722222,0,1.127548163
3/19/2008,12.69722222,11.938,1.221043463
3/20/2008,6.838888889,0.508,1.293014348
3/21/2008,8.597222222,0,1.069596211
3/22/2008,8.575,0,0.914118686
3/23/2008,1.113888889,0,0.799284599
3/24/2008,0.947222222,0.508,0.710762084
3/25/2008,4.638888889,0,0.640313848
3/26/2008,13.11944444,0.508,0.582847075
3/27/2008,14.44166667,0,0.535034139
3/28/2008,12.36111111,3.302,0.485610443
3/29/2008,8.694444444,0.508,0.46982487
3/30/2008,12.68611111,0.254,0.438502458
3/31/2008,12.31666667,3.048,0.402342972
4/1/2008,15.55555556,1.778,0.393222238
4/2/2008,7.880555556,0,0.371342017
4/3/2008,9.397222222,18.542,0.699009653
4/4/2008,13.96111111,18.542,1.647918907
4/5/2008,9.983333333,1.016,1.540109931
4/6/2008,15.42777778,0,1.228442607
4/7/2008,15.63888889,0,1.025667544
4/8/2008,16.26388889,0,0.882248746
4/9/2008,15.51111111,0,0.77503716
4/10/2008,18.28333333,0,0.691658628
4/11/2008,18.71111111,17.526,0.708800384
4/12/2008,13.69166667,0,0.729553905
4/13/2008,6.258333333,2.032,0.630138836
4/14/2008,3.855555556,0.254,0.603284141
4/15/2008,6.841666667,0,0.552279883
4/16/2008,10.50833333,0,0.509255382
4/17/2008,13.47222222,0,0.472559034
4/18/2008,16,0,0.440876502
4/19/2008,15.12777778,5.334,0.416454182
4/20/2008,12.09166667,2.032,0.407045411
4/21/2008,12.83333333,0,0.383428108
4/22/2008,15.59166667,0,0.362434446
4/23/2008,17.99166667,0,0.343648088
4/24/2008,18.73333333,0,0.326735681
4/25/2008,20.86944444,0,0.311428135
4/26/2008,17.41666667,0,0.297505786
4/27/2008,14.94444444,10.16,0.321802633
4/28/2008,11.34166667,18.542,0.384113673
4/29/2008,5.791666667,0,0.395543923
4/30/2008,9.433333333,0,0.374348416
5/1/2008,15.20555556,0,0.354324032
5/2/2008,19.1,0,0.336358452
5/3/2008,18.53055556,0,0.320147341
5/4/2008,15.12777778,0,0.305443842
5/5/2008,13.48611111,0,0.292045566
5/6/2008,15.13333333,0,0.27978497
5/7/2008,17.94444444,6.604,0.271630524
5/8/2008,18.74166667,7.366,0.275920983
5/9/2008,17.96111111,0.762,0.279591838
5/10/2008,16.65555556,0,0.269266001
5/11/2008,15.26666667,20.32,0.58668629
5/12/2008,13.67222222,3.048,0.329422294
5/13/2008,13.49166667,0,0.322187764
5/14/2008,13.11666667,4.826,0.307228164
5/15/2008,16.32777778,5.588,0.304874744
5/16/2008,12.06666667,0.508,0.304519882
5/17/2008,15.16111111,0,0.291835435
5/18/2008,14.26111111,4.572,0.280184112
5/19/2008,12.88055556,0,0.27682266
5/20/2008,14.8,0.762,0.265798321
5/21/2008,14.71111111,0,0.255623048
5/22/2008,14.25833333,0,0.246204931
5/23/2008,17.73055556,2.54,0.237462021
5/24/2008,16.40555556,1.27,0.229323828
5/25/2008,15.78055556,0,0.221729382
5/26/2008,19.25,0,0.214625675
5/27/2008,21.76388889,0.508,0.207966396
5/28/2008,16.18333333,1.016,0.201710904
5/29/2008,17.88611111,0,0.195823384
5/30/2008,19.73888889,0,0.190272149
5/31/2008,22.42777778,0,0.185029062
6/1/2008,21.04444444,27.178,0.540999302
6/2/2008,20.93333333,0,0.261309485
6/3/2008,17.70833333,12.446,0.28190549
6/4/2008,23.42222222,0,0.283854069
6/5/2008,24.23888889,0,0.272587819
6/6/2008,24.71111111,0,0.261891375
6/7/2008,25.04166667,0,0.252010218
6/8/2008,25.81111111,0,0.242854028
6/9/2008,25.34444444,0,0.234345403
6/10/2008,24.28333333,0.508,0.226417627
6/11/2008,22.78888889,0,0.219012878
6/12/2008,24.41666667,0,0.212080791
6/13/2008,24.39166667,0,0.205577289
6/14/2008,22.13333333,7.62,0.203880387
6/15/2008,23.32222222,0,0.204085668
6/16/2008,22.06666667,2.54,0.198066769
6/17/2008,18.70277778,0,0.192388545
6/18/2008,17.53611111,0,0.187029
6/19/2008,19.48888889,0,0.181961923
6/20/2008,16.49444444,5.588,0.179642793
6/21/2008,21.32222222,0,0.179598513
6/22/2008,21.38055556,6.096,0.176993823
6/23/2008,19.78611111,0,0.175385611
6/24/2008,19.73055556,0,0.170926412
6/25/2008,21.43333333,0,0.166689307
6/26/2008,23.36666667,0,0.162658418
6/27/2008,24.20833333,3.048,0.15881899
6/28/2008,24.20277778,11.43,0.174522506
6/29/2008,23.18333333,0.254,0.169210067
6/30/2008,18.94444444,4.064,0.163485304
7/1/2008,18.96388889,0,0.161570783
7/2/2008,18.98333333,0,0.15778235
7/3/2008,21.16388889,0,0.154168375
7/4/2008,21.34444444,3.556,0.150717146
7/5/2008,23.26388889,14.224,0.182707168
7/6/2008,23.29722222,0,0.170089903
7/7/2008,23.4,0,0.165897331
7/8/2008,24.31388889,13.208,0.185372862
7/9/2008,23.65,7.366,0.183152742
7/10/2008,21.73611111,0.254,0.184434604
7/11/2008,21.61111111,0,0.179895742
7/12/2008,23.59722222,0,0.175205365
7/13/2008,22.87777778,10.16,0.176474675
7/14/2008,21.11388889,0,0.182631907
7/15/2008,20.55833333,0,0.178417628
7/16/2008,21.04166667,0,0.173803512
7/17/2008,22.66111111,0,0.169423487
7/18/2008,23.38611111,0,0.16526011
7/19/2008,23.09166667,0,0.161297631
7/20/2008,25.13611111,1.016,0.1575218
7/21/2008,25.97222222,0,0.153919682
7/22/2008,25.03333333,8.636,0.153138815
7/23/2008,21.48055556,2.286,0.155780666
7/24/2008,20.52222222,0,0.152481222
7/25/2008,22.65833333,0,0.149104701
7/26/2008,24.86388889,0,0.145875265
7/27/2008,23.87222222,0,0.142783475
7/28/2008,22.75,10.922,0.145747668
7/29/2008,24.8,0,0.152362304
7/30/2008,24.32222222,16.764,0.228765775
7/31/2008,22.57222222,20.828,0.469419404
8/1/2008,25.44166667,0,0.23275422
8/2/2008,25.11666667,0,0.224938131
8/3/2008,22.61944444,0,0.217629047
8/4/2008,22.27222222,0,0.210783592
8/5/2008,22.92777778,0,0.204358795
8/6/2008,24.53055556,0.508,0.198316857
8/7/2008,22.60277778,0.254,0.192624389
8/8/2008,20.03055556,0,0.187251789
8/9/2008,18.88888889,0,0.182172716
8/10/2008,19.38055556,1.27,0.177363653
8/11/2008,18.48055556,0,0.172803539
8/12/2008,18.15833333,0,0.168473453
8/13/2008,20.45555556,0,0.164356351
8/14/2008,19.91111111,0,0.160436834
8/15/2008,21.38055556,0,0.156700961
8/16/2008,20.12777778,0,0.153136072
8/17/2008,19.51944444,0,0.14973065
8/18/2008,20.43888889,0,0.146474192
8/19/2008,21.41666667,0,0.143357098
8/20/2008,22.59444444,0,0.140370581
8/21/2008,23.675,0,0.137506576
8/22/2008,23.8,0,0.134757673
8/23/2008,23.93611111,0,0.132117047
8/24/2008,23.23611111,0,0.129578404
8/25/2008,23.57222222,0,0.127135931
8/26/2008,21.53055556,28.702,0.714750745
8/27/2008,20.40555556,9.906,0.195221837
8/28/2008,21.125,0.508,0.203207549
8/29/2008,22.89722222,0,0.198015092
8/30/2008,24.67777778,5.334,0.191141801
8/31/2008,24.16944444,0,0.18875352
9/1/2008,24.6,0,0.183593492
9/2/2008,24.75555556,0,0.178709632
9/3/2008,23.40833333,0,0.174080499
9/4/2008,22.99444444,0,0.169686592
9/5/2008,23.07222222,0,0.165510353
9/6/2008,20.575,2.54,0.161535939
9/7/2008,21.96111111,0,0.157749007
9/8/2008,21.84722222,0,0.154136551
9/9/2008,21.95555556,1.27,0.150686739
9/10/2008,19.84722222,0,0.147388791
9/11/2008,22.64166667,0,0.14423286
9/12/2008,24.45,0,0.141209936
9/13/2008,24.98611111,0,0.138311756
9/14/2008,24.57222222,3.556,0.13553073
9/15/2008,18.11388889,0,0.132859871
9/16/2008,17.85277778,0,0.130292741
9/17/2008,18.03333333,0,0.127823393
9/18/2008,17.87777778,0,0.125446328
9/19/2008,19.02777778,0,0.123156453
9/20/2008,19.625,0,0.120949042
9/21/2008,19.71111111,0,0.118819709
9/22/2008,18.96944444,0,0.116764369
9/23/2008,18.08055556,0,0.114779222
9/24/2008,17.82222222,0,0.112860723
9/25/2008,16.28333333,0,0.111005561
9/26/2008,17.31388889,0.254,0.109210644
9/27/2008,19.76666667,0,0.107473074
9/28/2008,18.83333333,0,0.105790142
9/29/2008,18.85833333,0,0.104159302
9/30/2008,16.75,2.032,0.102578167
10/1/2008,12.24444444,0,0.101044493
10/2/2008,11.56388889,0,0.09955617
10/3/2008,11.93333333,0,0.098111211
10/4/2008,13.90833333,0,0.096707743
10/5/2008,15.58055556,0,0.095344
10/6/2008,17.36666667,0,0.094018316
10/7/2008,18.475,0,0.092729116
10/8/2008,17.73611111,12.954,0.127096686
10/9/2008,18.44444444,0,0.108283479
10/10/2008,18.62222222,0,0.106577425
10/11/2008,18.99166667,0,0.104922317
10/12/2008,18.00833333,0,0.103318022
10/13/2008,17.375,0,0.101762229
10/14/2008,17.5,0,0.100252767
10/15/2008,20.38888889,0,0.098787591
10/16/2008,15.41666667,6.858,0.103248456
10/17/2008,11.65833333,0.762,0.104052588
10/18/2008,8.944444444,0,0.102476805
10/19/2008,7.544444444,0,0.100946149
10/20/2008,9.422222222,0,0.099460711
10/21/2008,9.211111111,0,0.098018511
10/22/2008,6.738888889,0,0.096617685
10/23/2008,9.172222222,0,0.095256472
10/24/2008,11.43333333,17.018,0.135003114
10/25/2008,10.12222222,2.286,0.122029633
10/26/2008,10.11666667,0,0.121121222
10/27/2008,5.927777778,0.762,0.118985975
10/28/2008,3.536111111,0.254,0.116924904
10/29/2008,5.005555556,0,0.114934319
10/30/2008,5.677777778,0,0.113010653
10/31/2008,8.658333333,0,0.111150579
11/1/2008,9.827777778,0,0.109350988
11/2/2008,11.96388889,0,0.107608968
11/3/2008,11.98888889,0,0.105921793
11/4/2008,11.675,0,0.104286908
11/5/2008,11.78333333,0,0.102701911
11/6/2008,11.46388889,0,0.101164549
11/7/2008,11.90555556,8.382,0.117088262
11/8/2008,7.613888889,0.254,0.110621973
11/9/2008,4.916666667,0,0.108843655
11/10/2008,4.077777778,0,0.107117698
11/11/2008,2.222222222,0.254,0.105445833
11/12/2008,11.06388889,0,0.10382555
11/13/2008,13.225,18.288,0.372215588
11/14/2008,13.79166667,1.524,0.134374851
11/15/2008,8.080555556,26.162,0.874493566
11/16/2008,1.15,1.778,0.48987387
11/17/2008,2.061111111,0,0.491085059
11/18/2008,-1.441666667,0,0.457289574
11/19/2008,-0.897222222,0,0.427588528
11/20/2008,0.697222222,0,0.401564284
11/21/2008,-3.513888889,0.254,0.370232147
11/22/2008,-4.55,0.508,0.353725084
11/23/2008,0.061111111,1.016,0.337715198
11/24/2008,2.455555556,12.446,0.566981142
11/25/2008,0.65,0,0.795357009
11/26/2008,0.527777778,0,0.712195535
11/27/2008,3.791666667,0,0.64147017
11/28/2008,4.097222222,0,0.583800475
11/29/2008,2.608333333,0.762,0.5358343
11/30/2008,5.116666667,15.748,1.097681369
12/1/2008,2.877777778,1.016,1.084433971
12/2/2008,-0.686111111,0.508,0.973636727
12/3/2008,1.511111111,0,0.910007008
12/4/2008,2.575,6.096,0.987320724
12/5/2008,-5.033333333,0,1.023029746
12/6/2008,-3.825,0,0.880396927
12/7/2008,-3.675,0,0.773620733
12/8/2008,0.3,0,0.690538204
12/9/2008,9.008333333,0.762,0.623944847
12/10/2008,9.119444444,35.306,5.959716499
12/11/2008,2.338888889,28.448,9.332390258
12/12/2008,-1.083333333,2.032,8.313354666
12/13/2008,-2.65,0,5.154062199
12/14/2008,4.327777778,8.636,2.820136732
12/15/2008,9.930555556,13.208,4.58652905
12/16/2008,1.933333333,14.732,6.054708954
12/17/2008,5.997222222,1.27,4.876741597
12/18/2008,7.294444444,1.27,2.814248308
12/19/2008,13.68055556,2.032,2.004304215
12/20/2008,6.005555556,0,1.735619786
12/21/2008,0.616666667,0,1.345124876
12/22/2008,-9.286111111,0,1.10400877
12/23/2008,-4.091666667,0.762,0.890548242
12/24/2008,9.605555556,9.398,1.377017228
12/25/2008,0.925,0.254,1.258928273
12/26/2008,4.872222222,10.16,1.551571205
12/27/2008,12.85555556,0,1.817772418
12/28/2008,9.661111111,4.064,1.304126163
12/29/2008,2.863888889,0,1.241370488
12/30/2008,4.530555556,0,1.038432204
12/31/2008,2.897222222,0.254,0.891555685
1/1/2009,-2.697222222,0,0.782143367
1/2/2009,3.563888889,0,0.697272306
1/3/2009,3.786111111,1.27,0.605121328
1/4/2009,11.43888889,12.954,1.041822761
1/5/2009,6.844444444,8.382,1.596171693
1/6/2009,5.705555556,29.972,8.748824514
1/7/2009,5.25,13.462,7.132157453
1/8/2009,-0.394444444,0.254,4.782588807
1/9/2009,-0.991666667,0,3.40014474
1/10/2009,3.494444444,11.684,3.096120172
1/11/2009,2.447222222,0.508,3.475422321
1/12/2009,0.444444444,0,2.089722245
